system:index,evaporation_from_vegetation_transpiration_sum,date,.geo
20040819,-2.08E-04,2004-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040820,-1.98E-04,2004-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040821,-1.13E-04,2004-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040822,-1.33E-04,2004-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040823,-1.52E-04,2004-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040824,-1.38E-04,2004-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040825,-1.30E-04,2004-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040826,-1.65E-04,2004-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040827,-2.07E-04,2004-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040828,-1.75E-04,2004-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040829,-1.72E-04,2004-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040830,-1.93E-04,2004-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040831,-2.07E-04,2004-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040901,-1.50E-04,2004-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040902,-1.05E-04,2004-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040903,-8.47E-05,2004-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040904,-7.70E-05,2004-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040905,-8.81E-05,2004-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040906,-5.92E-05,2004-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040907,-7.46E-05,2004-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040908,-1.41E-04,2004-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040909,-1.31E-04,2004-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040910,-1.37E-04,2004-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040911,-1.66E-04,2004-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040912,-1.39E-04,2004-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040913,-8.37E-05,2004-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040914,-1.12E-04,2004-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040915,-1.41E-04,2004-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040916,-1.57E-04,2004-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040917,-1.37E-04,2004-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040918,-9.32E-05,2004-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040919,-9.36E-05,2004-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040920,-1.04E-04,2004-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040921,-7.20E-05,2004-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040922,-1.08E-04,2004-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040923,-9.40E-05,2004-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040924,-1.20E-04,2004-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040925,-1.45E-04,2004-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040926,-1.11E-04,2004-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040927,-1.02E-04,2004-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040928,-1.29E-04,2004-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040929,-1.52E-04,2004-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040930,-1.18E-04,2004-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041001,-1.08E-04,2004-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041002,-1.17E-04,2004-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041003,-1.32E-04,2004-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041004,-1.47E-04,2004-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041005,-1.53E-04,2004-10-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041006,-1.30E-04,2004-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041007,-1.10E-04,2004-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041008,-9.09E-05,2004-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041009,-6.93E-05,2004-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041010,-7.92E-05,2004-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041011,-7.77E-05,2004-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041012,-8.00E-05,2004-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041013,-9.49E-05,2004-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041014,-1.15E-04,2004-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041015,-2.79E-04,2004-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041016,-2.98E-04,2004-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041017,-2.31E-04,2004-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041018,-1.64E-04,2004-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041019,-1.82E-04,2004-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041020,-1.70E-04,2004-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041021,-8.03E-05,2004-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041022,-7.17E-05,2004-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041023,-7.23E-05,2004-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041024,-1.09E-04,2004-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041025,-9.81E-05,2004-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041026,-1.12E-04,2004-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041027,-1.53E-04,2004-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041028,-1.19E-04,2004-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041029,-1.54E-04,2004-10-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041030,-1.77E-04,2004-10-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041031,-1.64E-04,2004-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041101,-1.38E-04,2004-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041102,-1.64E-04,2004-11-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041103,-2.74E-04,2004-11-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041104,-3.12E-04,2004-11-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041105,-2.26E-04,2004-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041106,-1.10E-04,2004-11-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041107,-3.53E-05,2004-11-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041108,-3.25E-05,2004-11-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041109,-5.39E-05,2004-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041110,-7.71E-05,2004-11-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041111,-1.10E-04,2004-11-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041112,-1.33E-04,2004-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041113,-1.31E-04,2004-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041114,-1.25E-04,2004-11-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041115,-1.12E-04,2004-11-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041116,-1.10E-04,2004-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041117,-1.16E-04,2004-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041118,-2.38E-04,2004-11-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041119,-2.74E-04,2004-11-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041120,-2.43E-04,2004-11-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041121,-2.30E-04,2004-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041122,-1.92E-04,2004-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041123,-1.61E-04,2004-11-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041124,-1.72E-04,2004-11-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041125,-1.77E-04,2004-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041126,-1.53E-04,2004-11-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041127,-1.79E-04,2004-11-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041128,-2.27E-04,2004-11-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041129,-1.98E-04,2004-11-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041130,-1.61E-04,2004-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041201,-1.31E-04,2004-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041202,-1.31E-04,2004-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041203,-1.56E-04,2004-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041204,-1.88E-04,2004-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041205,-1.45E-04,2004-12-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041206,-1.42E-04,2004-12-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041207,-1.17E-04,2004-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041208,-7.50E-05,2004-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041209,-1.02E-04,2004-12-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041210,-1.32E-04,2004-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041211,-7.28E-05,2004-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041212,-9.67E-05,2004-12-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041213,-9.40E-05,2004-12-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041214,-1.10E-04,2004-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041215,-1.09E-04,2004-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041216,-1.37E-04,2004-12-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041217,-1.62E-04,2004-12-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041218,-1.29E-04,2004-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041219,-1.17E-04,2004-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041220,-8.47E-05,2004-12-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041221,-7.98E-05,2004-12-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041222,-7.91E-05,2004-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041223,-1.08E-04,2004-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041224,-1.45E-04,2004-12-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041225,-1.23E-04,2004-12-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041226,-9.66E-05,2004-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041227,-1.40E-04,2004-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041228,-1.15E-04,2004-12-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041229,-1.27E-04,2004-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041230,-1.23E-04,2004-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041231,-1.17E-04,2004-12-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050101,-1.32E-04,2005-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050102,-1.17E-04,2005-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050103,-8.76E-05,2005-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050104,-1.06E-04,2005-01-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050105,-9.16E-05,2005-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050106,-1.13E-04,2005-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050107,-1.00E-04,2005-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050108,-1.23E-04,2005-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050109,-9.42E-05,2005-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050110,-1.75E-04,2005-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050111,-1.47E-04,2005-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050112,-1.66E-04,2005-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050113,-1.71E-04,2005-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050114,-1.42E-04,2005-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050115,-1.20E-04,2005-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050116,-1.66E-04,2005-01-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050117,-9.88E-05,2005-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050118,-8.23E-05,2005-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050119,-1.37E-04,2005-01-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050120,-1.98E-04,2005-01-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050121,-9.96E-05,2005-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050122,-7.74E-05,2005-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050123,-6.12E-05,2005-01-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050124,-3.65E-05,2005-01-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050125,-5.99E-05,2005-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050126,-7.63E-05,2005-01-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050127,-1.15E-04,2005-01-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050128,-9.38E-05,2005-01-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050129,-1.53E-04,2005-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050130,-1.69E-04,2005-01-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050131,-9.07E-05,2005-01-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050201,-1.69E-04,2005-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050202,-1.66E-04,2005-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050203,-1.29E-04,2005-02-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050204,-6.94E-05,2005-02-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050205,-5.97E-05,2005-02-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050206,-7.40E-05,2005-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050207,-2.07E-04,2005-02-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050208,-2.19E-04,2005-02-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050209,-1.94E-04,2005-02-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050210,-1.48E-04,2005-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050211,-1.00E-04,2005-02-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050212,-9.36E-05,2005-02-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050213,-8.04E-05,2005-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050214,-9.52E-05,2005-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050215,-1.52E-04,2005-02-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050216,-2.14E-04,2005-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050217,-1.72E-04,2005-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050218,-1.48E-04,2005-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050219,-1.12E-04,2005-02-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050220,-1.79E-04,2005-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050221,-2.60E-04,2005-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050222,-1.02E-04,2005-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050223,-6.84E-05,2005-02-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050224,-7.42E-05,2005-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050225,-8.07E-05,2005-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050226,-1.14E-04,2005-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050227,-1.54E-04,2005-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050228,-2.15E-04,2005-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050301,-2.77E-04,2005-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050302,-3.19E-04,2005-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050303,-3.17E-04,2005-03-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050304,-2.40E-04,2005-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050305,-1.25E-04,2005-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050306,-1.38E-04,2005-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050307,-8.34E-05,2005-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050308,-7.10E-05,2005-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050309,-9.93E-05,2005-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050310,-8.23E-05,2005-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050311,-1.45E-04,2005-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050312,-1.78E-04,2005-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050313,-2.83E-04,2005-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050314,-1.71E-04,2005-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050315,-1.43E-04,2005-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050316,-1.78E-04,2005-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050317,-1.73E-04,2005-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050318,-1.49E-04,2005-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050319,-1.80E-04,2005-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050320,-2.09E-04,2005-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050321,-1.61E-04,2005-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050322,-1.64E-04,2005-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050323,-2.80E-04,2005-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050324,-3.57E-04,2005-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050325,-2.52E-04,2005-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050326,-1.53E-04,2005-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050327,-1.05E-04,2005-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050328,-1.46E-04,2005-03-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050329,-1.09E-04,2005-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050330,-1.02E-04,2005-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050331,-1.26E-04,2005-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050401,-1.66E-04,2005-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050402,-1.78E-04,2005-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050403,-2.06E-04,2005-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050404,-3.01E-04,2005-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050405,-2.38E-04,2005-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050406,-2.26E-04,2005-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050407,-1.81E-04,2005-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050408,-9.90E-05,2005-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050409,-2.04E-04,2005-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050410,-1.23E-04,2005-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050411,-1.18E-04,2005-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050412,-1.64E-04,2005-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050413,-1.80E-04,2005-04-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050414,-1.45E-04,2005-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050415,-1.49E-04,2005-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050416,-1.43E-04,2005-04-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050417,-1.82E-04,2005-04-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050418,-2.15E-04,2005-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050419,-2.30E-04,2005-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050420,-2.11E-04,2005-04-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050421,-1.97E-04,2005-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050422,-1.82E-04,2005-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050423,-1.56E-04,2005-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050424,-1.48E-04,2005-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050425,-1.87E-04,2005-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050426,-1.68E-04,2005-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050427,-2.21E-04,2005-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050428,-2.03E-04,2005-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050429,-1.75E-04,2005-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050430,-1.59E-04,2005-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050501,-1.65E-04,2005-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050502,-1.61E-04,2005-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050503,-1.57E-04,2005-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050504,-1.64E-04,2005-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050505,-1.49E-04,2005-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050506,-1.42E-04,2005-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050507,-1.49E-04,2005-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050508,-2.09E-04,2005-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050509,-2.93E-04,2005-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050510,-2.71E-04,2005-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050511,-1.83E-04,2005-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050512,-2.37E-04,2005-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050513,-2.32E-04,2005-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050514,-3.08E-04,2005-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050515,-2.87E-04,2005-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050516,-1.92E-04,2005-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050517,-2.43E-04,2005-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050518,-2.01E-04,2005-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050519,-1.66E-04,2005-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050520,-1.51E-04,2005-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050521,-1.80E-04,2005-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050522,-2.24E-04,2005-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050523,-2.21E-04,2005-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050524,-2.07E-04,2005-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050525,-2.85E-04,2005-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050526,-2.05E-04,2005-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050527,-2.48E-04,2005-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050528,-1.88E-04,2005-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050529,-2.06E-04,2005-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050530,-2.05E-04,2005-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050531,-1.92E-04,2005-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050601,-2.16E-04,2005-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050602,-2.26E-04,2005-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050603,-2.27E-04,2005-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050604,-2.39E-04,2005-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050605,-2.44E-04,2005-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050606,-2.16E-04,2005-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050607,-2.57E-04,2005-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050608,-2.41E-04,2005-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050609,-2.49E-04,2005-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050610,-2.47E-04,2005-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050611,-2.24E-04,2005-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050612,-2.46E-04,2005-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050613,-2.14E-04,2005-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050614,-1.58E-04,2005-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050615,-2.06E-04,2005-06-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050616,-2.37E-04,2005-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050617,-2.39E-04,2005-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
